"D" "day" "month" "year" "wy" "tmax_c" "tmin_c" "precip" "wyd"
"3923" 1999-06-28 28 6 1999 1999 21.23055555 15.33611111 0 270
"3924" 1999-06-29 29 6 1999 1999 21.23055555 15.33611111 0 271
"3925" 1999-06-30 30 6 1999 1999 21.995 15.415 0 272
"3926" 1999-07-01 1 7 1999 1999 21.75611111 15.33611111 0 273
"3927" 1999-07-02 2 7 1999 1999 21.75611111 16.125 0 274
"3928" 1999-07-03 3 7 1999 1999 21.75611111 15.33611111 0 275
"3929" 1999-07-04 4 7 1999 1999 23.09388889 13.363888888 0 276
"3930" 1999-07-05 5 7 1999 1999 24.04944445 13.363888888 0 277
"3931" 1999-07-06 6 7 1999 1999 24.575 13.797777776 0 278
"3932" 1999-07-07 7 7 1999 1999 24.575 15.69111111 0 279
"3933" 1999-07-08 8 7 1999 1999 27.39388889 16.125 0 280
"3934" 1999-07-09 9 7 1999 1999 27.39388889 16.125 0 281
"3935" 1999-07-10 10 7 1999 1999 25.10055555 16.91388889 0 282
"3936" 1999-07-11 11 7 1999 1999 25.10055555 16.91388889 0 283
"3937" 1999-07-12 12 7 1999 1999 26.48611111 16.91388889 0 284
"3938" 1999-07-13 13 7 1999 1999 26.48611111 18.09722222 0 285
"3939" 1999-07-14 14 7 1999 1999 23.715 17.545 0 286
"3940" 1999-07-15 15 7 1999 1999 21.995 17.545 0 287
"3941" 1999-07-16 16 7 1999 1999 23.09388889 16.55888889 0 288
"3942" 1999-07-17 17 7 1999 1999 23.715 14.705 0 289
"3943" 1999-07-18 18 7 1999 1999 24.04944445 14.547222224 0 290
"3944" 1999-07-19 19 7 1999 1999 23.09388889 14.547222224 0 291
"3945" 1999-07-20 20 7 1999 1999 24.575 15.33611111 0 292
"3946" 1999-07-21 21 7 1999 1999 24.575 13.008888888 0 293
"3947" 1999-07-22 22 7 1999 1999 24.575 13.008888888 0 294
"3948" 1999-07-23 23 7 1999 1999 23.715 14.705 0 295
"3949" 1999-07-24 24 7 1999 1999 26.05611111 13.008888888 0 296
"3950" 1999-07-25 25 7 1999 1999 26.05611111 13.008888888 0 297
"3951" 1999-07-26 26 7 1999 1999 22.66388889 14.152777776 0 298
"3952" 1999-07-27 27 7 1999 1999 21.75611111 15.69111111 0 299
"3953" 1999-07-28 28 7 1999 1999 22.66388889 13.008888888 0 300
"3954" 1999-07-29 29 7 1999 1999 24.575 13.008888888 0 301
"3955" 1999-07-30 30 7 1999 1999 24.575 13.363888888 0 302
"3956" 1999-07-31 31 7 1999 1999 25.435 14.705 0 303
"3957" 1999-08-01 1 8 1999 1999 25.10055555 14.152777776 0 304
"3958" 1999-08-02 2 8 1999 1999 25.53055555 15.33611111 0 305
"3959" 1999-08-03 3 8 1999 1999 25.53055555 15.33611111 0 306
"3960" 1999-08-04 4 8 1999 1999 25.53055555 15.33611111 0 307
"3961" 1999-08-05 5 8 1999 1999 24.04944445 16.125 0 308
"3962" 1999-08-06 6 8 1999 1999 23.09388889 14.152777776 0 309
"3963" 1999-08-07 7 8 1999 1999 23.09388889 13.797777776 0 310
"3964" 1999-08-08 8 8 1999 1999 24.575 13.797777776 0 311
"3965" 1999-08-09 9 8 1999 1999 24.575 14.547222224 0 312
"3966" 1999-08-10 10 8 1999 1999 23.61944445 15.69111111 0 313
"3967" 1999-08-11 11 8 1999 1999 24.575 14.152777776 0 314
"3968" 1999-08-12 12 8 1999 1999 24.575 14.152777776 0 315
"3969" 1999-08-13 13 8 1999 1999 26.05611111 14.547222224 0 316
"3970" 1999-08-14 14 8 1999 1999 26.05611111 15.33611111 0 317
"3971" 1999-08-15 15 8 1999 1999 23.09388889 15.33611111 0 318
"3972" 1999-08-16 16 8 1999 1999 23.09388889 13.363888888 0 319
"3973" 1999-08-17 17 8 1999 1999 23.61944445 12.575 0 320
"3974" 1999-08-18 18 8 1999 1999 24.04944445 12.575 0 321
"3975" 1999-08-19 19 8 1999 1999 24.04944445 13.008888888 0 322
"3976" 1999-08-20 20 8 1999 1999 22.66388889 13.008888888 0 323
"3977" 1999-08-21 21 8 1999 1999 19.74944445 14.902222224 0 324
"3978" 1999-08-22 22 8 1999 1999 21.23055555 15.33611111 0 325
"3979" 1999-08-23 23 8 1999 1999 21.23055555 15.33611111 0 326
"3980" 1999-08-24 24 8 1999 1999 21.995 14.705 0 327
"3981" 1999-08-25 25 8 1999 1999 22.855 14.705 0 328
"3982" 1999-08-26 26 8 1999 1999 25.10055555 14.902222224 0 329
"3983" 1999-08-27 27 8 1999 1999 23.61944445 16.125 0 330
"3984" 1999-08-28 28 8 1999 1999 23.61944445 15.33611111 0 331
"3985" 1999-08-29 29 8 1999 1999 23.61944445 15.33611111 0 332
"3986" 1999-08-30 30 8 1999 1999 22.66388889 16.125 0 333
"3987" 1999-08-31 31 8 1999 1999 22.855 13.995 0 334
"3988" 1999-09-01 1 9 1999 1999 23.09388889 14.152777776 0 335
"3989" 1999-09-02 2 9 1999 1999 22.66388889 14.547222224 0 336
"3990" 1999-09-03 3 9 1999 1999 22.66388889 13.363888888 0 337
"3991" 1999-09-04 4 9 1999 1999 21.75611111 13.363888888 0 338
"3992" 1999-09-05 5 9 1999 1999 21.23055555 14.152777776 0 339
"3993" 1999-09-06 6 9 1999 1999 20.275 16.125 0 340
"3994" 1999-09-07 7 9 1999 1999 21.23055555 16.125 0 341
"3995" 1999-09-08 8 9 1999 1999 23.715 16.125 0 342
"3996" 1999-09-09 9 9 1999 1999 23.715 14.705 0 343
"3997" 1999-09-10 10 9 1999 1999 24.575 14.152777776 0 344
"3998" 1999-09-11 11 9 1999 1999 24.04944445 13.008888888 0 345
"3999" 1999-09-12 12 9 1999 1999 22.66388889 13.008888888 0 346
"4000" 1999-09-13 13 9 1999 1999 24.04944445 13.797777776 0 347
"4001" 1999-09-14 14 9 1999 1999 24.04944445 13.797777776 0 348
"4002" 1999-09-15 15 9 1999 1999 23.61944445 12.575 0 349
"4003" 1999-09-16 16 9 1999 1999 20.80055555 14.547222224 0 350
"4004" 1999-09-17 17 9 1999 1999 19.415 16.835 0 351
"4005" 1999-09-18 18 9 1999 1999 19.74944445 16.125 0 352
"4006" 1999-09-19 19 9 1999 1999 22.18611111 16.125 0 353
"4007" 1999-09-20 20 9 1999 1999 22.66388889 12.141111111 0 354
"4008" 1999-09-21 21 9 1999 1999 25.10055555 11.786111111 0 355
"4009" 1999-09-22 22 9 1999 1999 25.10055555 11.786111111 0 356
"4010" 1999-09-23 23 9 1999 1999 24.575 15.69111111 0 357
"4011" 1999-09-24 24 9 1999 1999 21.23055555 16.55888889 0 358
"4012" 1999-09-25 25 9 1999 1999 20.275 15.33611111 0 359
"4013" 1999-09-26 26 9 1999 1999 18.555 14.705 0 360
"4014" 1999-09-27 27 9 1999 1999 20.275 14.705 0 361
"4015" 1999-09-28 28 9 1999 1999 21.135 16.835 0 362
"4016" 1999-09-29 29 9 1999 1999 29.735 13.995 0 363
"4017" 1999-09-30 30 9 1999 1999 30.595 13.285 0 364
"4018" 1999-10-01 1 10 1999 2000 30.35611111 13.008888888 0 1
"4019" 1999-10-02 2 10 1999 2000 24.575 12.575 0 2
"4020" 1999-10-03 3 10 1999 2000 20.275 12.575 0 3
"4021" 1999-10-04 4 10 1999 2000 25.10055555 11.786111111 0 4
"4022" 1999-10-05 5 10 1999 2000 25.10055555 11.786111111 0 5
"4023" 1999-10-06 6 10 1999 2000 26.48611111 13.008888888 0 6
"4024" 1999-10-07 7 10 1999 2000 26.48611111 14.152777776 0 7
"4025" 1999-10-08 8 10 1999 2000 34.035 13.285 0 8
"4026" 1999-10-09 9 10 1999 2000 33.70055555 12.141111111 0 9
"4027" 1999-10-10 10 10 1999 2000 28.015 13.995 0 10
"4028" 1999-10-11 11 10 1999 2000 27.91944445 11.352222222 0 11
"4029" 1999-10-12 12 10 1999 2000 24.04944445 11.352222222 0 12
"4030" 1999-10-13 13 10 1999 2000 26.48611111 12.141111111 0 13
"4031" 1999-10-14 14 10 1999 2000 26.48611111 13.363888888 0 14
"4032" 1999-10-15 15 10 1999 2000 24.575 13.363888888 0 15
"4033" 1999-10-16 16 10 1999 2000 21.75611111 14.152777776 0 16
"4034" 1999-10-17 17 10 1999 2000 26.295 14.705 0 17
"4035" 1999-10-18 18 10 1999 2000 26.05611111 11.352222222 0 18
"4036" 1999-10-19 19 10 1999 2000 25.53055555 11.352222222 0 19
"4037" 1999-10-20 20 10 1999 2000 30.595 11.865 0 20
"4038" 1999-10-21 21 10 1999 2000 30.35611111 11.352222222 0 21
"4039" 1999-10-22 22 10 1999 2000 26.96388889 11.352222222 0 22
"4040" 1999-10-23 23 10 1999 2000 25.53055555 12.575 0 23
"4041" 1999-10-24 24 10 1999 2000 24.575 11.786111111 0 24
"4042" 1999-10-25 25 10 1999 2000 24.575 11.786111111 0 25
"4043" 1999-10-26 26 10 1999 2000 23.61944445 11.786111111 0 26
"4044" 1999-10-27 27 10 1999 2000 20.80055555 13.008888888 0 27
"4045" 1999-10-28 28 10 1999 2000 20.80055555 15.33611111 0 28
"4046" 1999-10-29 29 10 1999 2000 27.39388889 12.575 0 29
"4047" 1999-10-30 30 10 1999 2000 31.26388889 11.352222222 0 30
"4048" 1999-10-31 31 10 1999 2000 31.26388889 11.352222222 0 31
"4049" 1999-11-01 1 11 1999 2000 28.34944445 11.352222222 0 32
"4050" 1999-11-02 2 11 1999 2000 26.48611111 10.247777778 0 33
"4051" 1999-11-03 3 11 1999 2000 20.80055555 10.247777778 0 34
"4052" 1999-11-04 4 11 1999 2000 20.275 10.997222222 0 35
"4053" 1999-11-05 5 11 1999 2000 21.23055555 13.008888888 0 36
"4054" 1999-11-06 6 11 1999 2000 21.23055555 16.91388889 0 37
"4055" 1999-11-07 7 11 1999 2000 22.18611111 14.152777776 0 38
"4056" 1999-11-08 8 11 1999 2000 22.18611111 14.152777776 8.174 39
"4057" 1999-11-09 9 11 1999 2000 22.18611111 11.786111111 7.052 40
"4058" 1999-11-10 10 11 1999 2000 21.23055555 10.997222222 0 41
"4059" 1999-11-11 11 11 1999 2000 22.18611111 10.997222222 0 42
"4060" 1999-11-12 12 11 1999 2000 22.18611111 10.997222222 0 43
"4061" 1999-11-13 13 11 1999 2000 19.415 13.285 0.288 44
"4062" 1999-11-14 14 11 1999 2000 19.74944445 13.008888888 0.349 45
"4063" 1999-11-15 15 11 1999 2000 23.09388889 13.363888888 0 46
"4064" 1999-11-16 16 11 1999 2000 23.09388889 13.363888888 0 47
"4065" 1999-11-17 17 11 1999 2000 23.09388889 14.152777776 0 48
"4066" 1999-11-18 18 11 1999 2000 19.415 11.155 0.744 49
"4067" 1999-11-19 19 11 1999 2000 20.275 10.247777778 0 50
"4068" 1999-11-20 20 11 1999 2000 20.275 10.247777778 2.195 51
"4069" 1999-11-21 21 11 1999 2000 23.09388889 11.786111111 2.076 52
"4070" 1999-11-22 22 11 1999 2000 23.09388889 9.458888889 0 53
"4071" 1999-11-23 23 11 1999 2000 23.715 8.315 0 54
"4072" 1999-11-24 24 11 1999 2000 23.61944445 7.447222222 0 55
"4073" 1999-11-25 25 11 1999 2000 23.61944445 7.802222222 0 56
"4074" 1999-11-26 26 11 1999 2000 23.61944445 8.591111111 0 57
"4075" 1999-11-27 27 11 1999 2000 23.09388889 9.025 0 58
"4076" 1999-11-28 28 11 1999 2000 20.275 11.352222222 0 59
"4077" 1999-11-29 29 11 1999 2000 20.275 11.352222222 0 60
"4078" 1999-11-30 30 11 1999 2000 22.855 12.575 0 61
"4079" 1999-12-01 1 12 1999 2000 22.66388889 11.786111111 0 62
"4080" 1999-12-02 2 12 1999 2000 24.04944445 9.458888889 0 63
"4081" 1999-12-03 3 12 1999 2000 24.04944445 9.458888889 0 64
"4082" 1999-12-04 4 12 1999 2000 21.995 7.605 0 65
"4083" 1999-12-05 5 12 1999 2000 22.18611111 7.802222222 0 66
"4084" 1999-12-06 6 12 1999 2000 20.275 7.052777778 0 67
"4085" 1999-12-07 7 12 1999 2000 25.53055555 7.052777778 0 68
"4086" 1999-12-08 8 12 1999 2000 25.53055555 8.591111111 0 69
"4087" 1999-12-09 9 12 1999 2000 18.79388889 7.052777778 0 70
"4088" 1999-12-10 10 12 1999 2000 18.79388889 7.052777778 0 71
"4089" 1999-12-11 11 12 1999 2000 19.31944445 9.025 0 72
"4090" 1999-12-12 12 12 1999 2000 21.23055555 7.052777778 0 73
"4091" 1999-12-13 13 12 1999 2000 21.23055555 7.052777778 0 74
"4092" 1999-12-14 14 12 1999 2000 19.31944445 7.447222222 0 75
"4093" 1999-12-15 15 12 1999 2000 20.275 7.052777778 0 76
"4094" 1999-12-16 16 12 1999 2000 22.66388889 7.052777778 0 77
"4095" 1999-12-17 17 12 1999 2000 23.09388889 7.447222222 0 78
"4096" 1999-12-18 18 12 1999 2000 23.09388889 7.447222222 0 79
"4097" 1999-12-19 19 12 1999 2000 24.04944445 8.236111111 0 80
"4098" 1999-12-20 20 12 1999 2000 25.53055555 8.591111111 0 81
"4099" 1999-12-21 21 12 1999 2000 25.53055555 9.025 0 82
"4100" 1999-12-22 22 12 1999 2000 21.75611111 7.802222222 0 83
"4101" 1999-12-23 23 12 1999 2000 23.09388889 7.802222222 0 84
"4102" 1999-12-24 24 12 1999 2000 24.575 7.802222222 0 85
"4103" 1999-12-25 25 12 1999 2000 25.435 7.605 0 86
"4104" 1999-12-26 26 12 1999 2000 25.10055555 6.697777778 0 87
"4105" 1999-12-27 27 12 1999 2000 24.575 7.802222222 0 88
"4106" 1999-12-28 28 12 1999 2000 24.575 8.236111111 0 89
"4107" 1999-12-29 29 12 1999 2000 20.80055555 7.447222222 0 90
"4108" 1999-12-30 30 12 1999 2000 20.80055555 7.447222222 0 91
"4109" 1999-12-31 31 12 1999 2000 17.88611111 8.236111111 0 92
"4110" 2000-01-01 1 1 2000 2000 18.79388889 9.025 0.998 93
"4111" 2000-01-02 2 1 2000 2000 20.80055555 9.025 0 94
"4112" 2000-01-03 3 1 2000 2000 18.555 7.605 0 95
"4113" 2000-01-04 4 1 2000 2000 19.74944445 7.052777778 0 96
"4114" 2000-01-05 5 1 2000 2000 21.135 12.575 0 97
"4115" 2000-01-06 6 1 2000 2000 18.555 6.185 0 98
"4116" 2000-01-07 7 1 2000 2000 19.31944445 6.263888889 0 99
"4117" 2000-01-08 8 1 2000 2000 20.80055555 5.908888889 0 100
"4118" 2000-01-09 9 1 2000 2000 20.80055555 5.908888889 0 101
"4119" 2000-01-10 10 1 2000 2000 24.04944445 7.052777778 0 102
"4120" 2000-01-11 11 1 2000 2000 22.855 8.315 0 103
"4121" 2000-01-12 12 1 2000 2000 23.61944445 8.591111111 0 104
"4122" 2000-01-13 13 1 2000 2000 20.80055555 10.247777778 0 105
"4123" 2000-01-14 14 1 2000 2000 22.18611111 9.458888889 0 106
"4124" 2000-01-15 15 1 2000 2000 22.855 13.285 0 107
"4125" 2000-01-16 16 1 2000 2000 22.66388889 13.363888888 0 108
"4126" 2000-01-17 17 1 2000 2000 18.79388889 14.547222224 0 109
"4127" 2000-01-18 18 1 2000 2000 24.04944445 14.547222224 7.799 110
"4128" 2000-01-19 19 1 2000 2000 24.04944445 12.575 0 111
"4129" 2000-01-20 20 1 2000 2000 22.18611111 12.575 0 112
"4130" 2000-01-21 21 1 2000 2000 20.275 10.997222222 0 113
"4131" 2000-01-22 22 1 2000 2000 18.36388889 10.602777778 0 114
"4132" 2000-01-23 23 1 2000 2000 17.88611111 10.602777778 0 115
"4133" 2000-01-24 24 1 2000 2000 19.31944445 13.797777776 1.093 116
"4134" 2000-01-25 25 1 2000 2000 19.31944445 15.33611111 7.694 117
"4135" 2000-01-26 26 1 2000 2000 19.74944445 12.575 32.044 118
"4136" 2000-01-27 27 1 2000 2000 19.74944445 8.591111111 0 119
"4137" 2000-01-28 28 1 2000 2000 19.74944445 8.591111111 0 120
"4138" 2000-01-29 29 1 2000 2000 19.74944445 9.025 0 121
"4139" 2000-01-30 30 1 2000 2000 19.74944445 9.025 0 122
"4140" 2000-01-31 31 1 2000 2000 20.80055555 11.786111111 7.69 123
"4141" 2000-02-01 1 2 2000 2000 22.855 11.865 0 124
"4142" 2000-02-02 2 2 2000 2000 23.715 10.445 0 125
"4143" 2000-02-03 3 2 2000 2000 24.575 10.602777778 0 126
"4144" 2000-02-04 4 2 2000 2000 21.23055555 10.997222222 6.782 127
"4145" 2000-02-05 5 2 2000 2000 19.74944445 12.575 2.896 128
"4146" 2000-02-06 6 2 2000 2000 19.74944445 11.352222222 0 129
"4147" 2000-02-07 7 2 2000 2000 19.74944445 11.352222222 0 130
"4148" 2000-02-08 8 2 2000 2000 19.415 11.865 0 131
"4149" 2000-02-09 9 2 2000 2000 20.80055555 12.141111111 0 132
"4150" 2000-02-10 10 2 2000 2000 18.36388889 12.575 0.25 133
"4151" 2000-02-11 11 2 2000 2000 17.45611111 11.352222222 33.55 134
"4152" 2000-02-12 12 2 2000 2000 17.45611111 11.352222222 18.785 135
"4153" 2000-02-13 13 2 2000 2000 17.45611111 11.786111111 14.817 136
"4154" 2000-02-14 14 2 2000 2000 17.88611111 13.363888888 23.302 137
"4155" 2000-02-15 15 2 2000 2000 17.695 11.865 17.058 138
"4156" 2000-02-16 16 2 2000 2000 18.79388889 12.141111111 0.338 139
"4157" 2000-02-17 17 2 2000 2000 20.80055555 10.247777778 11.444 140
"4158" 2000-02-18 18 2 2000 2000 20.80055555 10.247777778 0 141
"4159" 2000-02-19 19 2 2000 2000 23.09388889 10.247777778 0 142
"4160" 2000-02-20 20 2 2000 2000 23.09388889 10.247777778 0 143
"4161" 2000-02-21 21 2 2000 2000 16.835 13.285 44.568 144
"4162" 2000-02-22 22 2 2000 2000 16.93055555 13.363888888 38.475 145
"4163" 2000-02-23 23 2 2000 2000 18.36388889 14.152777776 0.565 146
"4164" 2000-02-24 24 2 2000 2000 16.835 9.735 26.918 147
"4165" 2000-02-25 25 2 2000 2000 16.93055555 9.813888889 0 148
"4166" 2000-02-26 26 2 2000 2000 17.88611111 12.141111111 0 149
"4167" 2000-02-27 27 2 2000 2000 17.88611111 12.141111111 0 150
"4168" 2000-02-28 28 2 2000 2000 19.74944445 11.786111111 27.953 151
"4169" 2000-02-29 29 2 2000 2000 19.74944445 11.786111111 0 152
"4170" 2000-03-01 1 3 2000 2000 19.31944445 9.458888889 0 153
"4171" 2000-03-02 2 3 2000 2000 19.31944445 9.458888889 0 154
"4172" 2000-03-03 3 3 2000 2000 17.695 13.285 0 155
"4173" 2000-03-04 4 3 2000 2000 17.45611111 11.786111111 24.516 156
"4174" 2000-03-05 5 3 2000 2000 16.50055555 11.786111111 1.293 157
"4175" 2000-03-06 6 3 2000 2000 15.975 9.813888889 26.496 158
"4176" 2000-03-07 7 3 2000 2000 15.975 9.813888889 16.845 159
"4177" 2000-03-08 8 3 2000 2000 16.93055555 10.247777778 3.03 160
"4178" 2000-03-09 9 3 2000 2000 17.88611111 10.997222222 36.244 161
"4179" 2000-03-10 10 3 2000 2000 19.74944445 10.997222222 0 162
"4180" 2000-03-11 11 3 2000 2000 22.18611111 10.602777778 0 163
"4181" 2000-03-12 12 3 2000 2000 24.04944445 10.602777778 0 164
"4182" 2000-03-13 13 3 2000 2000 24.04944445 11.786111111 0 165
"4183" 2000-03-14 14 3 2000 2000 19.415 13.995 0 166
"4184" 2000-03-15 15 3 2000 2000 19.31944445 13.008888888 0 167
"4185" 2000-03-16 16 3 2000 2000 18.79388889 14.152777776 0 168
"4186" 2000-03-17 17 3 2000 2000 22.18611111 14.902222224 0 169
"4187" 2000-03-18 18 3 2000 2000 23.715 11.865 0 170
"4188" 2000-03-19 19 3 2000 2000 25.10055555 11.786111111 0 171
"4189" 2000-03-20 20 3 2000 2000 25.10055555 13.008888888 0 172
"4190" 2000-03-21 21 3 2000 2000 20.275 11.352222222 0 173
"4191" 2000-03-22 22 3 2000 2000 21.23055555 10.997222222 0 174
"4192" 2000-03-23 23 3 2000 2000 21.23055555 10.997222222 0 175
"4193" 2000-03-24 24 3 2000 2000 18.36388889 12.141111111 0 176
"4194" 2000-03-25 25 3 2000 2000 18.36388889 10.997222222 0 177
"4195" 2000-03-26 26 3 2000 2000 20.275 10.997222222 0 178
"4196" 2000-03-27 27 3 2000 2000 20.275 10.997222222 0 179
"4197" 2000-03-28 28 3 2000 2000 20.275 11.786111111 0 180
"4198" 2000-03-29 29 3 2000 2000 19.31944445 11.352222222 0 181
"4199" 2000-03-30 30 3 2000 2000 20.80055555 11.352222222 0 182
"4200" 2000-03-31 31 3 2000 2000 24.04944445 11.352222222 0 183
"4201" 2000-04-01 1 4 2000 2000 25.10055555 11.786111111 0 184
"4202" 2000-04-02 2 4 2000 2000 25.10055555 11.786111111 0 185
"4203" 2000-04-03 3 4 2000 2000 22.18611111 12.575 0 186
"4204" 2000-04-04 4 4 2000 2000 20.80055555 13.797777776 0 187
"4205" 2000-04-05 5 4 2000 2000 20.80055555 13.008888888 0 188
"4206" 2000-04-06 6 4 2000 2000 19.31944445 13.008888888 0 189
"4207" 2000-04-07 7 4 2000 2000 19.31944445 13.797777776 0 190
"4208" 2000-04-08 8 4 2000 2000 25.10055555 12.575 0 191
"4209" 2000-04-09 9 4 2000 2000 25.53055555 12.575 0 192
"4210" 2000-04-10 10 4 2000 2000 25.53055555 13.008888888 0 193
"4211" 2000-04-11 11 4 2000 2000 21.995 11.865 0 194
"4212" 2000-04-12 12 4 2000 2000 22.66388889 12.141111111 0 195
"4213" 2000-04-13 13 4 2000 2000 20.275 13.008888888 0 196
"4214" 2000-04-14 14 4 2000 2000 20.275 12.575 0 197
"4215" 2000-04-15 15 4 2000 2000 18.36388889 10.602777778 0.547 198
"4216" 2000-04-16 16 4 2000 2000 18.36388889 10.602777778 0 199
"4217" 2000-04-17 17 4 2000 2000 15.975 13.285 0.376 200
"4218" 2000-04-18 18 4 2000 2000 16.93055555 12.575 51.06 201
"4219" 2000-04-19 19 4 2000 2000 18.79388889 10.602777778 11.922 202
"4220" 2000-04-20 20 4 2000 2000 20.275 12.575 0 203
"4221" 2000-04-21 21 4 2000 2000 21.23055555 12.575 0 204
"4222" 2000-04-22 22 4 2000 2000 18.79388889 12.141111111 0 205
"4223" 2000-04-23 23 4 2000 2000 18.79388889 12.141111111 0 206
"4224" 2000-04-24 24 4 2000 2000 22.18611111 11.352222222 0 207
"4225" 2000-04-25 25 4 2000 2000 22.66388889 11.352222222 0 208
"4226" 2000-04-26 26 4 2000 2000 24.04944445 12.575 0 209
"4227" 2000-04-27 27 4 2000 2000 23.61944445 13.008888888 0 210
"4228" 2000-04-28 28 4 2000 2000 24.04944445 13.008888888 0 211
"4229" 2000-04-29 29 4 2000 2000 24.04944445 10.602777778 0 212
"4230" 2000-04-30 30 4 2000 2000 22.66388889 10.602777778 0 213
"4231" 2000-05-01 1 5 2000 2000 23.09388889 11.786111111 0 214
"4232" 2000-05-02 2 5 2000 2000 23.09388889 13.363888888 0 215
"4233" 2000-05-03 3 5 2000 2000 26.295 14.705 0 216
"4234" 2000-05-04 4 5 2000 2000 20.275 13.797777776 0 217
"4235" 2000-05-05 5 5 2000 2000 20.275 13.797777776 0 218
"4236" 2000-05-06 6 5 2000 2000 20.275 13.008888888 0 219
"4237" 2000-05-07 7 5 2000 2000 21.75611111 13.008888888 0 220
"4238" 2000-05-08 8 5 2000 2000 21.995 15.415 0 221
"4239" 2000-05-09 9 5 2000 2000 22.18611111 14.547222224 0 222
"4240" 2000-05-10 10 5 2000 2000 25.53055555 14.152777776 0 223
"4241" 2000-05-11 11 5 2000 2000 24.575 13.008888888 0 224
"4242" 2000-05-12 12 5 2000 2000 24.575 11.352222222 0 225
"4243" 2000-05-13 13 5 2000 2000 24.04944445 11.352222222 0 226
"4244" 2000-05-14 14 5 2000 2000 19.74944445 11.352222222 0 227
"4245" 2000-05-15 15 5 2000 2000 19.74944445 11.786111111 0 228
"4246" 2000-05-16 16 5 2000 2000 23.09388889 12.141111111 0 229
"4247" 2000-05-17 17 5 2000 2000 23.09388889 12.141111111 0 230
"4248" 2000-05-18 18 5 2000 2000 23.09388889 13.008888888 0 231
"4249" 2000-05-19 19 5 2000 2000 23.09388889 13.008888888 0 232
"4250" 2000-05-20 20 5 2000 2000 23.09388889 13.363888888 0 233
"4251" 2000-05-21 21 5 2000 2000 23.09388889 14.152777776 0 234
"4252" 2000-05-22 22 5 2000 2000 22.18611111 15.33611111 0 235
"4253" 2000-05-23 23 5 2000 2000 19.31944445 16.125 0 236
"4254" 2000-05-24 24 5 2000 2000 19.74944445 16.125 0 237
"4255" 2000-05-25 25 5 2000 2000 21.23055555 16.55888889 0 238
"4256" 2000-05-26 26 5 2000 2000 21.75611111 14.152777776 0.35 239
"4257" 2000-05-27 27 5 2000 2000 25.10055555 14.152777776 0 240
"4258" 2000-05-28 28 5 2000 2000 25.10055555 15.33611111 0 241
"4259" 2000-05-29 29 5 2000 2000 25.10055555 15.33611111 0 242
"4260" 2000-05-30 30 5 2000 2000 22.66388889 13.797777776 0 243
"4261" 2000-05-31 31 5 2000 2000 21.75611111 13.797777776 0 244
"4262" 2000-06-01 1 6 2000 2000 21.135 14.705 0 245
"4263" 2000-06-02 2 6 2000 2000 21.23055555 14.547222224 0 246
"4264" 2000-06-03 3 6 2000 2000 20.80055555 13.797777776 0 247
"4265" 2000-06-04 4 6 2000 2000 21.75611111 13.797777776 0 248
"4266" 2000-06-05 5 6 2000 2000 23.61944445 13.797777776 0 249
"4267" 2000-06-06 6 6 2000 2000 23.61944445 13.797777776 0 250
"4268" 2000-06-07 7 6 2000 2000 24.04944445 13.797777776 0 251
"4269" 2000-06-08 8 6 2000 2000 24.04944445 13.797777776 0 252
"4270" 2000-06-09 9 6 2000 2000 23.61944445 13.797777776 0 253
"4271" 2000-06-10 10 6 2000 2000 21.75611111 12.575 0 254
"4272" 2000-06-11 11 6 2000 2000 23.09388889 12.575 0 255
"4273" 2000-06-12 12 6 2000 2000 23.61944445 13.363888888 0 256
"4274" 2000-06-13 13 6 2000 2000 24.575 14.152777776 0 257
"4275" 2000-06-14 14 6 2000 2000 24.575 15.69111111 0 258
"4276" 2000-06-15 15 6 2000 2000 21.75611111 17.34777778 0 259
"4277" 2000-06-16 16 6 2000 2000 21.75611111 16.55888889 0 260
"4278" 2000-06-17 17 6 2000 2000 20.80055555 16.55888889 0 261
"4279" 2000-06-18 18 6 2000 2000 21.23055555 16.55888889 0 262
"4280" 2000-06-19 19 6 2000 2000 23.09388889 16.55888889 0 263
"4281" 2000-06-20 20 6 2000 2000 21.995 15.415 0 264
"4282" 2000-06-21 21 6 2000 2000 21.75611111 15.69111111 0 265
"4283" 2000-06-22 22 6 2000 2000 21.995 16.835 0 266
"4284" 2000-06-23 23 6 2000 2000 21.995 16.835 0 267
"4285" 2000-06-24 24 6 2000 2000 22.66388889 16.91388889 0 268
"4286" 2000-06-25 25 6 2000 2000 22.855 14.705 0 269
"4287" 2000-06-26 26 6 2000 2000 24.04944445 14.902222224 0 270
"4288" 2000-06-27 27 6 2000 2000 24.04944445 17.34777778 0 271
"4289" 2000-06-28 28 6 2000 2000 21.995 16.835 0 272
"4290" 2000-06-29 29 6 2000 2000 22.18611111 16.91388889 0 273
"4291" 2000-06-30 30 6 2000 2000 21.135 16.835 0 274
"4292" 2000-07-01 1 7 2000 2000 22.18611111 16.55888889 0 275
"4293" 2000-07-02 2 7 2000 2000 21.995 15.415 0 276
"4294" 2000-07-03 3 7 2000 2000 24.04944445 12.575 0 277
"4295" 2000-07-04 4 7 2000 2000 25.10055555 12.575 0 278
"4296" 2000-07-05 5 7 2000 2000 23.61944445 13.363888888 0 279
"4297" 2000-07-06 6 7 2000 2000 24.04944445 14.547222224 0 280
